0	-69.25	-69.25	0	0.53426	-70	-70	0	
1	-68.5375	-68.5375	0	0.53426	-68.5317	-68.2658	0	
2	-67.8609	-67.8609	0	0.53426	-66.0176	-65.3082	0	
3	-67.2185	-67.2185	0	0.53426	-62.8383	-61.5954	0	
4	-66.609	-66.609	0	0.53426	-59.307	-57.5127	0	
5	-66.0308	-66.0308	0	0.53426	-55.6629	-53.3498	0	
6	-65.4826	-65.4826	0	0.53426	-52.0739	-49.2962	0	
7	-64.963	-64.963	0	0.53426	-48.6307	-45.3775	0	
8	-64.4707	-64.4707	0	0.53426	-45.2739	-40.9425	0	
9	-64.0045	-64.0045	0	0.53426	-41.361	-28.7682	0	
10	-63.5632	-63.5632	0	0	-31.4375	0	0	
11	-63.1456	-63.1456	0	0	0	-58	0	
12	-59.0882	-62.7507	0	0	-58	-54.5431	0	
13	-56.3034	-60.1901	0	0	-54.3806	-55.6273	0	
14	-54.3102	-58.2679	0	0	-52.0021	-56.3736	0	
15	-52.878	-56.8221	0	0	-50.4728	-56.9608	0	
16	-51.8492	-55.736	0	0	-49.5295	-57.4696	0	
17	-51.1134	-54.9237	0	0	-48.9991	-57.9391	0	
18	-50.5931	-54.3215	0	0	-48.7728	-58.3891	0	
19	-50.2337	-53.8814	0	0	-48.7835	-58.8297	0	
20	-49.9966	-53.5671	0.53426	0	-48.9873	-59.266	0	
21	-49.854	-53.3508	0.53426	0	-48.935	-59.7001	0	
22	-49.7861	-53.2111	0.53426	0	-48.6743	-60.1322	0	
23	-49.7778	-53.1314	0.53426	0	-48.2451	-60.5619	0	
24	-49.818	-53.099	0.53426	0	-47.6736	-60.9881	0	
25	-49.8977	-53.1035	0.53426	0	-46.9675	-61.4095	0	
26	-50.0099	-53.137	0.53426	0	-46.1058	-61.8246	0	
27	-50.1485	-53.193	0.53426	0	-45.0112	-62.2321	0	
28	-50.3087	-53.2665	0.53426	0	-43.4542	-62.6307	0	
29	-50.4861	-53.3534	0.53426	0	-40.5719	-63.0194	0	
30	-50.6769	-53.4502	0	0	-29.4098	-63.3972	0	
31	-50.878	-53.5545	0	0	0	-63.7633	0	
32	-51.0865	-53.6641	0	0	-58	-64.1171	0	
33	-51.5567	-51.9067	0	0	-56.1499	-65.7363	0	
34	-51.9667	-50.6452	0	0	-54.972	-66.7383	0	
35	-52.3276	-49.7374	0	0	-54.2836	-67.4049	0	
36	-52.6483	-49.0818	0	0	-53.956	-67.8754	0	
37	-52.936	-48.6074	0	0	-53.8972	-68.2245	0	
38	-53.1965	-48.2653	0	0	-54.0396	-68.4947	0	
39	-53.4342	-48.0222	0	0	-54.3323	-68.7115	0	
40	-53.6527	-47.8553	0	0	-54.7365	-68.8907	0	
41	-53.855	-47.749	0	0	-55.2217	-69.0426	0	
42	-54.0433	-47.6929	0	0	-55.7641	-69.1739	0	
43	-54.2193	-47.6797	0	0	-56.3448	-69.2895	0	
44	-54.3847	-47.7048	0	0	-56.949	-69.3924	0	
45	-54.5405	-47.7647	0	0	-57.5653	-69.4851	0	
46	-54.6879	-47.8572	0	0	-58.1846	-69.5691	0	
47	-54.8275	-47.9804	0	0	-58.8	-69.6457	0	
48	-54.96	-48.1325	0	0	-59.4062	-69.7158	0	
49	-55.0859	-48.3117	0	0	-59.9991	-69.7801	0	
